dataid,active_record,building_type,city,state,egauge_1min_min_time,egauge_1min_max_time,egauge_1min_data_availability,egauge_1s_min_time,egauge_1s_max_time,egauge_1s_data_availability,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,wellpump1,water_ert_min_time,water_ert_max_time,water_data_availability,gas_ert_min_time,gas_ert_max_time,gas_data_availability,indoor_temp_min_time,indoor_temp_max_time,indoor_temp_data_availability,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,number_of_nests,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,survey_2017,survey_2019,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,program_shines,energy_storage_system,energy_storage_system_l1,energy_storage_system_l2
6378,yes,Single-Family Home 001 (Master),Dallas,Texas,2013-10-29 19:00:00-05:00,2021-12-29 04:59:00-06:00,91%,,,,yes,yes,,,,yes,yes,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,yes,yes,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,,yes,yes,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,2013-07-10,,1950.0,1962.0,1962.0,,,,,,,,,,,2.0,,,,,,,yes,yes,,,,,,,,,,,
8370,,Apartment,Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-12,2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
7408,,Apartment,Austin,Texas,2013-07-23 00:00:00-05:00,2013-12-05 23:59:00-06:00,43%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-12,2013-12-06,,832.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
4967,,Apartment,Austin,Texas,2013-07-23 00:00:00-05:00,2014-05-30 18:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-12,2014-06-30,,627.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
4383,,Apartment,Austin,Texas,2013-07-23 00:00:00-05:00,2014-06-07 18:59:00-05:00,45%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-12,2014-07-01,,627.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
3806,,Apartment,Austin,Texas,2014-03-02 00:00:00-06:00,2014-07-31 00:00:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-12,2014-07-31,,627.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
3032,,Apartment,Austin,Texas,2013-12-04 18:00:00-06:00,2014-08-30 18:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-12,2014-08-31,,832.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
2247,,Apartment,Austin,Texas,2013-11-21 18:00:00-06:00,2014-09-23 00:00:00-05:00,99%,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-07-12,2014-09-22,,816.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
878,,Apartment,Austin,Texas,2013-12-07 18:00:00-06:00,2015-01-29 17:59:00-06:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,,yes,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-12,2015-01-31,,629.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
4800,,Apartment,Austin,Texas,2013-11-16 18:00:00-06:00,2015-06-16 04:38:00-05:00,100%,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-07-12,2015-06-16,,606.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
7512,,Apartment,Austin,Texas,2013-11-21 18:00:00-06:00,2015-06-16 05:36:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,yes,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-07-12,2015-06-16,,816.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
1069,,Apartment,Austin,Texas,2013-09-26 19:00:00-05:00,2015-06-17 02:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,,yes,yes,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-07-12,2015-06-17,,606.0,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,
3425,,Apartment,Austin,Texas,2013-11-06 18:00:00-06:00,2015-06-17 04:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,yes,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-07-12,2015-06-17,,816.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
3484,,Apartment,Austin,Texas,2013-11-19 18:00:00-06:00,2015-03-27 02:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,yes,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-07-12,2015-06-17,,1021.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
9195,,Apartment,Austin,Texas,2014-03-26 19:00:00-05:00,2015-06-17 02:59:00-05:00,100%,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-07-12,2015-06-17,,816.0,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,
1577,,Apartment,Austin,Texas,2013-07-24 19:00:00-05:00,2015-10-20 06:59:00-05:00,74%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-12,2015-12-03,,832.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
3721,,Apartment,Austin,Texas,2013-12-03 18:00:00-06:00,2015-10-20 04:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-12,2015-12-03,,832.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
297,,Apartment,Austin,Texas,2013-12-03 18:00:00-06:00,2015-07-18 06:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-12,2015-12-30,,832.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
6165,,Single-Family Home 001 (Master),Austin,Texas,2013-08-16 19:00:00-05:00,2018-03-17 02:30:00-05:00,97%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-07-14,2018-06-26,1941.0,1140.0,980.0,160.0,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,
9176,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-16,,1971.0,2689.0,1609.0,1080.0,0.0,0.0,0.0,,,,,,,1.0,,,,,yes,,,,,,yes,,,,,,,,
9605,,Single-Family Home 001 (Master),Houston,Texas,2013-08-29 19:00:00-05:00,2017-03-13 07:59:00-05:00,100%,,,,yes,,,,,,,yes,yes,yes,,,,,,,yes,,,,yes,,yes,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-17,2018-06-13,,2260.0,2260.0,,,,,,,,,,,,,,,,yes,yes,yes,,yes,,,,,,,,,,
3200,yes,Single-Family Home 001 (Master),Cedar Park,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-17,,,2527.0,2527.0,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,
2360,,Apartment,Austin,Texas,2013-08-09 19:00:00-05:00,2014-02-28 00:00:00-06:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-07-25,2014-02-28,,627.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
5778,yes,Single-Family Home 001 (Master),Austin,Texas,2014-05-22 00:00:00-05:00,2015-05-31 02:53:00-05:00,100%,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-29,,1978.0,2420.0,2420.0,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
7617,,Single-Family Home 001 (Master),McKinney,Texas,2013-08-24 19:00:00-05:00,2016-04-21 02:59:00-05:00,100%,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,yes,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-08-12,2016-06-30,,2765.0,2765.0,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,
59,yes,Single-Family Home 001 (Master),Austin,Texas,2013-08-13 19:00:00-05:00,2021-12-29 04:59:00-06:00,99%,2019-03-01 18:00:00-06:00,2021-12-23 09:00:00-06:00,97%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-12,,2011.0,3825.0,2705.0,1120.0,,,,,,,,,,,,,,,yes,yes,,,,,yes,,,,,,,,
7090,yes,Single-Family Home 001 (Master),Plano,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-12,,,2655.0,2655.0,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,,,
7597,,Single-Family Home 001 (Master),Austin,Texas,2013-08-17 19:00:00-05:00,2014-02-23 17:59:00-06:00,96%,,,,yes,,,,,yes,yes,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,2014-07-15 01:07:53-05:00,2014-07-23 21:13:56-05:00,50%,,,,2013-08-13,2014-08-07,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,
111,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-13,,1976.0,1960.0,1960.0,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,
4408,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
4561,yes,Single-Family Home 001 (Master),Allen,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-15,,,4308.0,3148.0,1160.0,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
4728,yes,Single-Family Home 001 (Master),Allen,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-15,,,3247.0,2105.0,1142.0,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
5673,yes,Single-Family Home 001 (Master),Austin,Texas,2013-08-24 19:00:00-05:00,2016-01-15 04:59:00-06:00,100%,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,2013-08-15,,1980.0,1900.0,1900.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,
8282,yes,Single-Family Home 001 (Master),Austin,Texas,2014-01-08 18:00:00-06:00,2021-12-29 04:59:00-06:00,73%,2019-03-05 18:00:00-06:00,2021-12-23 18:00:00-06:00,99%,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-16,,1981.0,2023.0,2023.0,,,,,,,,,,,,,,,,,yes,,yes,,,yes,,,,,,,,
280,,Single-Family Home 001 (Master),Houston,Texas,2013-08-29 19:00:00-05:00,2014-07-30 18:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,2013-08-17,2014-07-31,,1743.0,702.0,702.0,,,339.0,,,,,,,,,,,,,,,,yes,,,,,,,,,,
4944,,Single-Family Home 001 (Master),Houston,Texas,2014-07-23 00:00:00-05:00,2017-01-31 06:59:00-06:00,100%,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,yes,,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,2016-01-06 00:05:00-06:00,2016-10-04 09:16:00-05:00,18%,,,,,,,2013-08-17,2019-05-14,1938.0,1426.0,1426.0,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,
275,,Single-Family Home 001 (Master),Houston,Texas,2013-08-28 19:00:00-05:00,2015-10-28 06:39:00-05:00,100%,,,,yes,,,,,yes,,,,,,,,,,,,yes,,,yes,,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-17,2019-06-08,,2027.0,2027.0,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,
8107,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-17,,2012.0,2071.0,972.0,1099.0,0.0,0.0,0.0,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,
5938,,Town Home,San Diego,California,2013-09-27 19:00:00-05:00,2017-10-27 04:33:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,yes,,,,,,,,,,yes,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-19,2018-10-17,2013.0,1464.0,,,,,,,,,,,,,,yes,,,yes,yes,yes,,,,,,,,Civita - Text Message,,,,
5909,,Apartment,San Diego,California,2014-01-15 18:00:00-06:00,2014-04-29 18:59:00-05:00,97%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-23,2014-04-30,2012.0,720.0,720.0,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,Civita - Control,,,,
54,,Apartment,San Diego,California,2014-01-15 18:00:00-06:00,2014-09-22 18:59:00-05:00,99%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-23,2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civita - Text Message,,,,
3938,,Apartment,San Diego,California,2013-09-27 19:00:00-05:00,2017-01-15 08:59:00-06:00,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-23,2018-01-22,2012.0,1120.0,1120.0,,,,,,,,,,,,,yes,,,,,,,,,,,,,Civita - Control,,,,
8061,,Town Home,San Diego,California,2014-01-31 14:51:00-06:00,2017-03-08 02:59:00-06:00,100%,,,,yes,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-23,2018-10-17,2012.0,1555.0,,,,,,,,,,,,,,yes,,,yes,,yes,,,,,,,,Civita - Text Message,,,,
6497,,Town Home,San Diego,California,2014-02-27 18:00:00-06:00,2014-08-26 18:59:00-05:00,99%,,,,yes,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-23,2019-06-08,,2050.0,,,,,,,,,,,,,,,,,,yes,,,,,,,,,Civita - Text Message,,,,
1035,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-28,2020-12-16,1964.0,1753.0,1753.0,,,,,,,,,,,,,,,,yes,yes,yes,,,,yes,,,,,,,,
101,yes,Single-Family Home 001 (Master),Austin,Texas,2014-06-03 00:00:00-05:00,2021-12-29 04:59:00-06:00,96%,2018-01-01 01:00:00-06:00,2021-12-26 14:00:00-06:00,97%,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-28,,2012.0,1459.0,602.0,857.0,0.0,0.0,0.0,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,,
5586,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-28,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,
6502,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
6787,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-28,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,
9711,,Apartment,San Diego,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civita - Control,,,,
6689,,Apartment,San Diego,California,2014-01-15 18:00:00-06:00,2014-01-19 17:59:00-06:00,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civita - Control,,,,
8736,,Single-Family Home 001 (Master),Austin,Texas,2013-09-26 19:00:00-05:00,2014-02-26 00:00:00-06:00,99%,,,,yes,yes,,,,yes,,,,,,,,yes,,,,yes,,,yes,yes,,,,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2014-02-26,1967.0,3049.0,1813.0,1236.0,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
4329,,Apartment,San Diego,California,2013-10-25 19:00:00-05:00,2014-06-27 18:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civita - Control,,,,
6152,,Town Home,San Diego,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civita - Control,,,,
8574,,Apartment,San Diego,California,2013-10-25 19:00:00-05:00,2015-01-18 17:59:00-06:00,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2015-01-31,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Civita - Control,,,,
7114,,Town Home,San Diego,California,2014-01-15 18:00:00-06:00,2016-02-26 00:00:00-06:00,99%,,,,yes,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2016-02-26,2012.0,1401.0,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Civita - Text Message,,,,
3687,,Town Home,San Diego,California,2013-12-11 18:00:00-06:00,2015-09-02 02:35:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civita - Text Message,,,,
7062,,Town Home,San Diego,California,2013-11-11 16:06:00-06:00,2015-12-07 23:59:00-06:00,94%,,,,yes,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2016-03-22,,1401.0,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Civita - Control,,,,
8733,,Apartment,San Diego,California,2014-02-05 12:48:00-06:00,2015-08-10 03:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2016-03-22,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,Civita - Text Message,,,,
9213,,Apartment,San Diego,California,2013-09-25 19:00:00-05:00,2015-06-14 03:55:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civita - Text Message,,,,
9775,,Apartment,San Diego,California,2013-10-22 19:00:00-05:00,2017-11-06 04:59:00-06:00,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2013-08-29,2018-07-16,2012.0,1405.0,1405.0,,,,,,,,,,,,,yes,,,yes,yes,,,,,,,,,Civita - Text Message,,,,
